movie_title,budget_2017
Million Dollar Baby ,38805496.828752644
Analyze This ,43999200.95884938
The Notebook ,37511980.26779422
27 Dresses ,34043276.661514685
Hannah Montana: The Movie ,34164727.78036296
Rugrats in Paris: The Movie ,42562318.84057971
The Prince of Tides ,53813828.48766186
Legends of the Fall ,49452177.81769197
Up in the Air ,28470606.4836358
About Schmidt ,40751156.33672526
Warm Bodies ,36710000.0
Looper ,31926366.140020296
Down to Earth ,41394474.72279647
Babe ,48102205.72177332
Hope Springs ,31926366.140020296
Forgetting Sarah Marshall ,34043276.661514685
Friday Night Lights             ,nan
Four Brothers ,56294087.57880389
Baby Mama ,34043276.661514685
Hope Floats ,44969375.255206205
Bride Wars ,34164727.78036296
Without a Paddle ,24576814.658210006
13 Going on 30 ,47860112.75546159
Midnight in Paris ,18463609.46745562
The Nut Job ,43346078.15574923
Blow ,41394474.72279647
Message in a Bottle ,80665201.75789052
Star Trek V: The Final Frontier ,54793986.57718121
Like Mike ,40751156.33672526
Naked Gun 33 1/3: The Final Insult ,49452177.81769197
A View to a Kill ,68149752.47524753
The Curse of the Were-Rabbit ,37529391.71920259
P.S. I Love You ,35349061.145883486
Racing Stripes ,nan
Atonement ,35349061.145883486
Letters to Juliet ,33612086.06745003
Black Rain ,59130201.342281885
The Three Stooges ,nan
Corpse Bride ,50039188.95893679
Glory Road ,nan
Sicario ,30922364.172399275
Southpaw ,30922364.172399275
Drag Me to Hell ,34164727.78036296
The Age of Adaline ,25768636.81033273
Secondhand Lions ,39844428.36468886
Step Up 3D ,33612086.06745003
Blue Crush ,40751156.33672526
Stranger Than Fiction ,46054143.2816111
30 Days of Night ,37705665.22227572
The Cabin in the Woods ,31926366.140020296
Meet the Spartans ,34043276.661514685
Midnight Run ,61975239.16713563
The Running Man ,58065026.362038665
Little Shop of Horrors ,55722525.804493025
Hanna ,32582840.23668639
The Family             ,nan
Mortal Kombat: Annihilation ,45659203.98009951
Larry Crowne ,32582840.23668639
Carrie ,31465714.285714287
Take the Lead ,36358534.16969297
Entourage             ,nan
Gridiron Gang ,36358534.16969297
What's the Worst That Could Happen? ,62091712.084194705
9 ,34164727.78036296
Side Effects ,31465714.285714287
The Prince and Me ,nan
Winnie the Pooh ,32582840.23668639
Dumb and Dumberer: When Harry Met Lloyd ,25234804.630969614
Bulworth ,44969375.255206205
Get on Up ,30961484.396963734
One True Thing ,44969375.255206205
Virtuosity ,48102205.72177332
My Super Ex-Girlfriend ,36358534.16969297
Deliver Us from Evil ,30961484.396963734
Sanctum ,32582840.23668639
Little Black Book ,45273079.63354475
The Five-Year Engagement ,31926366.140020296
Mr 3000 ,38805496.828752644
The Next Three Days ,39214100.412025034
Ultraviolet ,36358534.16969297
Assault on Precinct 13 ,25019594.479468394
The Replacement Killers ,44969375.255206205
Fled ,38945469.976660304
Eight Legged Freaks ,40751156.33672526
Love & Other Drugs ,33612086.06745003
88 Minutes ,35349061.145883486
North Country ,43784290.33906969
The Whole Ten Yards ,51740662.43833686
Splice ,29609430.742981233
Howard the Duck ,78011536.12629025
Pride and Glory ,34043276.661514685
The Cave ,37529391.71920259
Alex & Emma ,39844428.36468886
Wicker Park ,38805496.828752644
Fright Night ,32582840.23668639
The New World ,37529391.71920259
Wing Commander ,43999200.95884938
In Dreams ,43999200.95884938
Dragonball: Evolution ,51247091.670544446
The Last Stand ,47198571.42857143
Godsend ,32337914.023960534
Chasing Liberty ,29750880.902043693
Hoodwinked Too! Hood vs. Evil ,32582840.23668639
An Unfinished Life ,37529391.71920259
The Imaginarium of Doctor Parnassus ,45552970.37381728
Barney's Version ,nan
Trapped             ,nan
Runner Runner ,31465714.285714287
Antitrust ,41394474.72279647
Glory ,35478120.80536913
Once Upon a Time in America ,70550928.89173608
Dead Man Down ,31465714.285714287
The Merchant of Venice ,23283298.097251587
The Good Thief ,33959296.94727104
Supercross ,nan
Miss Potter ,36358534.16969297
The Promise ,75058783.43840519
DOA: Dead or Alive ,25450973.91878508
The Assassination of Jesse James by the Coward Robert Ford ,35349061.145883486
1911 ,19549704.142011832
Little Nicholas ,nan
Wild Card ,30922364.172399275
Machine Gun Preacher ,32582840.23668639
Animals United ,nan
The Color of Freedom ,35349061.145883486
United Passions ,24769187.517570987
Grace of Monaco ,30961484.396963734
A Warrior's Tail ,30922364.172399275
Ripley's Game ,40751156.33672526
Sausage Party ,19342484.74764282
Pitch Perfect 2 ,29891618.699985966
Walk the Line ,35027432.271255754
12 Monkeys             ,nan
Keeping the Faith ,42562318.84057971
The Borrowers ,44137230.514096186
Frost/Nixon ,39717156.10510047
Confessions of a Dangerous Mind ,39392784.45883441
Serving Sara ,39392784.45883441
The Boss ,29522739.87798114
Cry Freedom ,62366139.42589338
Mumford ,41065920.894926086
Seed of Chucky ,15522198.731501056
The Jacket ,36278411.99522917
Aladdin ,48749347.87763813
Straight Outta Compton ,28860873.227572657
Indiana Jones and the Temple of Doom ,65847533.632287
The Rugrats Movie ,35975500.20416497
Along Came a Spider ,82788949.44559294
Florence Foster Jenkins ,29522739.87798114
Once Upon a Time in Mexico ,38516280.752532564
Die Hard ,57843556.55599326
Role Models ,31773724.884080373
The Big Short ,28860873.227572657
Taking Woodstock ,34164727.78036296
Miracle ,36218463.7068358
Dawn of the Dead ,33631430.58491895
The Wedding Planner ,48293553.843262546
Harlock: Space Pirate ,31465714.285714287
The Royal Tenenbaums ,28976132.30595753
Identity ,39844428.36468886
Last Vegas ,29368000.000000004
For Your Eyes Only ,75247437.77452417
Serendipity ,38634843.07461004
Timecop ,44506960.03592277
Zoolander ,38634843.07461004
Safe Haven ,29368000.000000004
Hocus Pocus ,47356830.22345082
No Reservations ,32992457.069491256
Kick-Ass ,33612086.06745003
30 Minutes or Less ,30410650.887573965
Dracula 2000 ,39724830.917874396
"Alexander and the Terrible, Horrible, No Good, Very Bad Day ",28897385.43716615
Pride & Prejudice ,35027432.271255754
Blade Runner ,70888275.86206897
Rob Roy ,44895392.006988436
3 Days to Kill ,28897385.43716615
We Own the Night ,24744342.80211844
Lost Souls ,39724830.917874396
Winged Migration ,220770531.85491452
Just My Luck ,33934631.89171344
"Mystery, Alaska ",41065920.894926086
The Spy Next Door ,31371280.329620026
A Simple Wish ,42615257.04809287
Ghosts of Mars ,38634843.07461004
Our Brand Is Crisis ,28860873.227572657
Pride and Prejudice and Zombies ,28504714.364947308
Kundun ,42615257.04809287
How to Lose Friends & Alienate People ,30638948.995363217
Kick-Ass 2 ,29368000.000000004
Captain Alatriste: The Spanish Musketeer ,29086827.335754376
Brick Mansions ,28897385.43716615
Octopussy ,67459071.16605413
Knocked Up ,35349061.145883486
My Sister's Keeper ,34164727.78036296
"Welcome Home, Roscoe Jenkins ",39717156.10510047
A Passage to India ,37627162.07559257
Notes on a Scandal ,18179267.084846485
Rendition ,32403306.050393198
Limitless             ,nan
Star Trek VI: The Undiscovered Country ,53813828.48766186
Divine Secrets of the Ya-Ya Sisterhood ,36676040.70305273
The Jungle Book ,178154464.78092068
Kiss the Girls ,41093283.58208956
The Blues Brothers ,80062197.092084
The Sisterhood of the Traveling Pants 2 ,nan
Joyful Noise ,26605305.11668358
About a Boy ,40751156.33672526
Lake Placid ,39599280.862964444
Lucky Number Slevin ,32722680.752723675
The Right Stuff ,66232542.599398606
Anonymous ,32582840.23668639
The NeverEnding Story ,63495836.00256246
Dark City ,40472437.72968558
The Duchess ,15319474.497681608
The Honeymooners             ,nan
Return to Oz ,56791460.396039605
The Newton Boys ,40472437.72968558
Case 39 ,30748255.002326667
Suspect Zero ,34924947.145877376
Martian Child ,31814155.03129514
Spy Kids: All the Time in the World in 4D ,29324556.21301775
Money Monster ,27486688.85191348
Formula 51 ,38634843.07461004
Flawless ,21999600.47942469
Mindhunters ,34924947.145877376
What Just Happened ,28369397.217928905
The Statement ,30547395.079594795
The Magic Flute ,32722680.752723675
Paul Blart: Mall Cop ,29609430.742981233
Freaky Friday ,34531837.91606368
The 40-Year-Old Virgin ,32525472.82330891
Shakespeare in Love ,37474479.3793385
A Walk Among the Tombstones ,28897385.43716615
Kindergarten Cop ,48622516.556291394
Pineapple Express ,30638948.995363217
Ever After: A Cinderella Story ,38973458.55451205
Open Range ,29219247.4674385
Flatliners ,48622516.556291394
It's Always Sunny in Philadelphia             ,nan
A Bridge Too Far ,104828116.4195497
Red Eye ,32525472.82330891
Final Destination 2 ,34531837.91606368
"O Brother, Where Art Thou? ",36887342.99516909
Legion ,29130474.591790024
Pain & Gain ,27270285.714285716
In Good Company ,33631430.58491895
Clockstoppers ,35317668.82516189
Silverado ,59063118.81188119
Brothers ,29609430.742981233
Agent Cody Banks 2: Destination London ,33631430.58491895
New Year's Eve ,60821301.77514793
Original Sin ,57952264.61191506
The Raven ,27669517.321350925
Welcome to Mooseport ,33631430.58491895
Highlander: The Final Dimension ,42858554.10866637
Blood and Wine ,34272013.57946107
Snow White: A Tale of Terror ,39571310.11608624
The Curse of the Jade Scorpion ,35875211.42642361
Accidental Love ,26799382.28274604
Flipper ,39771113.9401655
Self/less ,26799382.28274604
The Constant Gardener ,18764695.859601296
The Passion of the Christ ,38805496.828752644
Mrs. Doubtfire ,42282884.12808109
Rain Man ,51646032.63927969
Gran Torino ,37447604.327666156
W. ,28482874.80680062
Taken ,28369397.217928905
The Best of Me ,26833286.47736857
The Bodyguard ,43526203.462176904
Schindler's List ,37208938.03271136
The Help ,27152366.863905326
The Fifth Estate ,29368000.000000004
Scooby-Doo 2: Monsters Unleashed ,103481324.87667371
Viy ,26833286.47736857
Freddy vs. Jason ,39844428.36468886
The Face of an Angel ,nan
Jimmy Neutron: Boy Genius ,41394474.72279647
Cloverfield ,28369397.217928905
Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,44844857.07305155
The Untouchables ,53763913.298183955
No Country for Old Men ,29457550.954902906
Ride Along ,25801236.99746978
Bridget Jones's Diary ,35875211.42642361
Chocolat ,35468599.03381643
"Legally Blonde 2: Red, White & Blonde ",59766642.547033295
Parental Guidance ,26605305.11668358
No Strings Attached ,27152366.863905326
Tombstone ,42282884.12808109
Romeo Must Die ,35468599.03381643
The Omen ,12021988.304093568
Final Destination 3 ,30298778.47474414
The Lucky One ,26605305.11668358
Bridge to Terabithia ,20031134.649333976
Finding Neverland ,32337914.023960534
A Madea Christmas ,26221428.571428575
The Grey ,27152366.863905326
Hide and Seek ,37529391.71920259
Anchorman: The Legend of Ron Burgundy ,33631430.58491895
Goodfellas ,46752419.7656648
Agent Cody Banks ,34531837.91606368
Nanny McPhee ,31274493.09933549
Scarface ,61326428.33277649
Nothing to Lose ,38049336.65008292
The Last Emperor ,49462800.23432924
Contraband ,26605305.11668358
Money Talks ,38049336.65008292
There Will Be Blood ,29457550.954902906
The Wild Thornberrys Movie ,33959296.94727104
Rugrats Go Wild ,33203690.303907383
Undercover Brother ,33959296.94727104
The Sisterhood of the Traveling Pants ,31274493.09933549
Kiss of the Dragon ,34495395.602330394
The House Bunny ,28369397.217928905
Beauty Shop ,nan
Million Dollar Arm ,25801236.99746978
The Giver ,25801236.99746978
What a Girl Wants ,26562952.243125908
Jeepers Creepers II ,22578509.40665702
Good Luck Chuck ,29457550.954902906
Cradle 2 the Grave ,39844428.36468886
The Hours ,33959296.94727104
She's the Man ,24239022.779795315
Mr. Bean's Holiday ,29457550.954902906
Anacondas: The Hunt for the Blood Orchid ,32337914.023960534
Blood Ties ,26745857.142857146
August Rush ,35349061.145883486
Elizabeth ,37474479.3793385
Bride of Chucky ,37474479.3793385
Tora! Tora! Tora! ,157283633.24764353
Spice World ,38049336.65008292
The Sitter ,nan
Dance Flick ,28470606.4836358
The Shawshank Redemption ,41210148.18140997
Crocodile Dundee in Los Angeles ,29183104.679571513
Kingpin ,42061107.57479312
The Gambler ,25801236.99746978
August: Osage County ,26221428.571428575
Ice Princess ,nan
A Lot Like Love ,37529391.71920259
Eddie the Eagle ,23414586.79977815
He Got Game ,37474479.3793385
Don Juan DeMarco ,41210148.18140997
Shaun the Sheep             ,nan
Dear John ,28010071.722875025
The Losers ,28010071.722875025
Don't Be Afraid of the Dark ,28010071.722875025
War ,29457550.954902906
Punch-Drunk Love ,33959296.94727104
EuroTrip ,32337914.023960534
Half Past Dead ,17658834.412580945
Unaccompanied Minors ,31510729.613733906
"Bright Lights, Big City ",51646032.63927969
The Adventures of Pinocchio ,38945469.976660304
The Greatest Game Ever Played ,nan
The Box ,18221188.149526913
The Ruins ,9078207.10973725
The Next Best Thing ,35468599.03381643
My Soul to Take ,28010071.722875025
The Girl Next Door ,32337914.023960534
Maximum Risk ,38945469.976660304
Stealing Harvard ,33959296.94727104
Legend ,30922364.172399275
Hot Rod ,nan
Shark Night 3D ,27152366.863905326
Angela's Ashes ,36666000.79904115
Draft Day ,25801236.99746978
Lifeforce ,56791460.396039605
The Powerpuff Girls             ,nan
The Conspirator ,28010071.722875025
Lords of Dogtown ,31274493.09933549
The 33 ,26799382.28274604
Big Trouble in Little China ,55722525.804493025
A Perfect Plan ,18091607.479344834
Warrior ,27152366.863905326
Michael Collins ,43618926.37385954
Gettysburg ,42282884.12808109
Stop-Loss ,28369397.217928905
Abandon ,33959296.94727104
Brokedown Palace ,36666000.79904115
The Possession ,14898970.865342805
Mrs. Winterbourne ,38945469.976660304
Straw Dogs ,27152366.863905326
The Hoax ,30298778.47474414
Stone Cold ,30494502.809675056
The Road ,28470606.4836358
Sheena ,58792440.74311339
Underclassman ,31274493.09933549
Say It Isn't So ,34495395.602330394
The World's Fastest Indian ,31274493.09933549
Snakes on a Plane ,39994387.58666227
Tank Girl ,40085171.4348111
King's Ransom ,18764695.859601296
Blindness ,28369397.217928905
BloodRayne ,31274493.09933549
Carnage ,27152366.863905326
Where the Truth Lies ,31274493.09933549
Cirque du Soleil: Worlds Away ,nan
Without Limits ,37474479.3793385
Me and Orson Welles ,28369397.217928905
The Best Offer ,14159571.42857143
Bad Lieutenant: Port of Call New Orleans ,22776485.18690864
A Turtle's Tale: Sammy's Adventures ,nan
Little White Lies ,28010071.722875025
Love Ranch ,28010071.722875025
The True Story of Puss'N Boots ,28470606.4836358
Space Dogs ,28010071.722875025
The Counselor ,26221428.571428575
Ironclad ,27152366.863905326
Waterloo ,157283633.24764353
Kung Fu Killer ,25801236.99746978
Red Sky ,25801236.99746978
Dangerous Liaisons ,28921778.27799663
On the Road ,26605305.11668358
Star Trek IV: The Voyage Home ,55722525.804493025
Rocky Balboa ,29086827.335754376
Point Break ,108228274.60339746
Scream 2 ,36527363.1840796
Jane Got a Gun ,25450637.82584581
Think Like a Man Too ,24769187.517570987
The Whole Nine Yards ,34049855.07246377
Footloose ,19283920.563741192
Old School ,31875542.69175109
The Fisher King ,43051062.79012949
I Still Know What You Did Last Summer ,35975500.20416497
Return to Me ,34049855.07246377
Zack and Miri Make a Porno ,27234621.32921175
Nurse Betty ,34049855.07246377
The Men Who Stare at Goats ,28470606.4836358
Double Take ,33115579.778237175
"Girl, Interrupted ",35199360.7670795
Win a Date with Tad Hamilton! ,31044397.46300211
Muppets from Space ,35199360.7670795
The Wiz ,89902040.81632654
Ready to Rumble ,34049855.07246377
Play It to the Bone ,35199360.7670795
I Don't Know How She Does It ,26066272.18934911
Piranha 3D ,26889668.853960022
Beyond the Sea ,29750880.902043693
Meet the Deedles ,35975500.20416497
The Princess and the Cobbler ,47356830.22345082
The Bridge of San Luis Rey ,31044397.46300211
Faster ,26889668.853960022
Howl's Moving Castle ,31044397.46300211
Zombieland ,26876252.520552196
King Kong ,258952802.8624979
The Waterboy ,29979583.503470805
Star Wars: Episode V - The Empire Strikes Back ,53374798.06138934
Bad Boys ,30464730.290456437
The Naked Gun 2½: The Smell of Fear ,41257268.50720743
Final Destination ,32631111.111111116
The Ides of March ,13576183.431952663
Pitch Black ,32631111.111111116
Someone Like You... ,31735763.95414396
Her ,24123714.285714287
Eddie the Eagle ,23414586.79977815
Joy Ride ,31735763.95414396
The Adventurer: The Curse of the Midas Box ,26221428.571428575
Anywhere But Here ,33732720.73511786
Chasing Liberty ,29750880.902043693
The Crew ,32631111.111111116
Haywire ,24980177.5147929
Jaws: The Revenge ,49462800.23432924
Marvin's Room ,35829832.37852748
The Longshots ,26099845.440494593
The End of the Affair ,33732720.73511786
Harley Davidson and the Marlboro Man ,41257268.50720743
In the Valley of Elah ,nan
Coco Before Chanel ,22127355.359081745
Forsaken ,11338200.1965464
Chéri ,26192957.964944936
Rogue             ,nan
Vanity Fair ,29750880.902043693
Bodyguards and Assassins ,26192957.964944936
1408 ,29457550.954902906
Spaceballs ,48817633.27475103
The Water Diviner ,23221113.2977228
Ghost ,41142129.39378502
There's Something About Mary ,34476521.02899142
The Santa Clause ,36264930.399640776
The Rookie ,27167437.557816837
The Game Plan ,25922644.840314556
The Bridges of Madison County ,56119240.008735545
The Animal ,30355948.130050745
Gandhi ,55697931.03448276
The Hundred-Foot Journey ,22705088.557773404
The Net ,35274950.86263377
I Am Sam ,30355948.130050745
Son of God ,22705088.557773404
Underworld ,29219247.4674385
Derailed ,27521553.927415233
The Informant! ,23915309.446254075
Shadowlands ,37208938.03271136
Deuce Bigalow: European Gigolo ,27521553.927415233
Delivery Man ,27270285.714285716
Victor Frankenstein ,41229818.896532364
Our Kind of Traitor ,nan
Saving Silverman ,30355948.130050745
Diary of a Wimpy Kid: Dog Days ,23412668.50268155
Summer of Sam ,32266080.70315621
Jay and Silent Bob Strike Back ,30355948.130050745
The Island ,157623445.22065088
The Glass House ,41394474.72279647
"Hail, Caesar! ",22396561.286744315
Josie and the Pussycats ,30355948.130050745
Homefront ,23074857.142857146
The Little Vampire ,31212367.14975846
I Heart Huckabees ,28457364.34108527
RoboCop 3 ,39745911.08039622
Megiddo: The Omega Code 2 ,30355948.130050745
Darling Lili ,157283633.24764353
Dudley Do-Right ,32266080.70315621
The Transporter Refueled ,25768636.81033273
The Libertine ,nan
Black Book ,25450973.91878508
Joyeux Noel ,27521553.927415233
Hit and Run ,2128424.4093346866
Mad Money ,24965069.551777437
Before I Go to Sleep ,22705088.557773404
Sorcerer ,48382207.57825371
Stone ,24648863.11613002
Molière ,18852832.61113786
Out of the Furnace ,23074857.142857146
Michael Clayton ,29457550.954902906
My Fellow Americans ,33493104.17992786
Arlington Road ,31532760.68717539
Underdogs ,23074857.142857146
To Rome with Love ,18091607.479344834
Firefox ,53166206.89655173
South Park: Bigger Longer & Uncut ,30799440.671194565
Death at a Funeral ,10604718.343765046
Teenage Mutant Ninja Turtles III ,28752361.20709514
Hardball ,28976132.30595753
Silver Linings Playbook ,22348456.29801421
Freedom Writers ,24744342.80211844
For Colored Girls ,nan
The Transporter ,28525809.435707677
Never Back Down ,22695517.77434312
The Rage: Carrie 2 ,30799440.671194565
The Bachelor             ,nan
Away We Go ,19360012.408872344
Swing Vote ,23830293.66306028
Moonlight Mile ,28525809.435707677
Tinker Tailor Soldier Spy ,21721893.49112426
Molly ,30799440.671194565
The Beaver ,22807988.16568047
The Best Little Whorehouse in Texas ,88610344.82758622
eXistenZ ,45465840.99081103
Raiders of the Lost Ark ,48373352.85505125
Home Alone 2: Lost in New York ,31338866.49276737
Close Encounters of the Third Kind ,78221409.9615596
Pulse ,24239022.779795315
Beverly Hills Cop II ,60215582.89396603
Bringing Down the House ,43828871.20115775
The Silence of the Lambs ,34082091.37551918
Wayne's World ,34820962.76974152
Jackass 3D ,22408057.37830002
Jaws 2 ,74918367.34693879
Beverly Hills Chihuahua ,22695517.77434312
The Conjuring ,20977142.85714286
Are We There Yet? ,40031351.16714943
Tammy ,20640989.597975824
Disturbia ,23566040.763922326
School of Rock ,46485166.42547034
Mortal Kombat ,28861323.43306399
Wicker Park ,38805496.828752644
White Chicks ,47860112.75546159
The Descendants ,21721893.49112426
Holes ,26562952.243125908
The Last Song ,22408057.37830002
12 Years a Slave ,20977142.85714286
Drumline ,27167437.557816837
Why Did I Get Married Too? ,22408057.37830002
Edward Scissorhands ,37401935.81253184
Me Before You ,20360510.26067665
Madea's Witness Protection ,21284244.093346864
The French Connection ,10859161.873459326
Bad Moms ,20360510.26067665
Date Movie ,24239022.779795315
Return to Never Land ,27167437.557816837
Selma ,20640989.597975824
The Jungle Book 2 ,26562952.243125908
Boogeyman ,25019594.479468394
Premonition ,23566040.763922326
The Tigger Movie ,42562318.84057971
Orphan ,nan
Max ,20614909.448266182
Meet the Browns             ,nan
Epic Movie ,23566040.763922326
Conan the Barbarian ,50634482.758620694
Spotlight ,20614909.448266182
Lakeview Terrace ,24965069.551777437
The Grudge 2 ,24239022.779795315
How Stella Got Her Groove Back ,29979583.503470805
Bill & Ted's Bogus Journey ,35875885.658441246
Man of the Year ,24239022.779795315
The Black Hole ,67326914.25951399
The American ,22408057.37830002
Selena ,30439469.320066337
Vampires Suck ,22408057.37830002
Babel ,30298778.47474414
This Is Where I Leave You ,20434579.701996066
Doubt ,22695517.77434312
Team America: World Police ,38805496.828752644
Texas Chainsaw 3D ,11537428.571428573
Copycat ,32068137.14784888
Scary Movie 5 ,20977142.85714286
Paint Your Wagon ,133248638.83847551
Milk ,22695517.77434312
Risen ,20360510.26067665
Ghost Ship ,47543015.726179466
A Very Harold & Kumar 3D Christmas ,20635798.816568047
Wild Things ,29979583.503470805
The Stepfather ,nan
The Debt ,22408057.37830002
High Fidelity ,28374879.227053143
One Missed Call ,30638948.995363217
Eye for an Eye ,31156375.98132824
The Bank Job ,22695517.77434312
Eternal Sunshine of the Spotless Mind ,25870331.21916843
You Again ,22408057.37830002
Street Kings ,22695517.77434312
The World's End ,20977142.85714286
Nancy Drew ,23566040.763922326
Daybreakers ,22776485.18690864
She's Out of My League ,22408057.37830002
Monte Carlo ,21721893.49112426
Stay Alive ,10907560.25090789
Quigley Down Under ,37401935.81253184
Alpha and Omega ,22408057.37830002
The Covenant ,24239022.779795315
Stick It ,nan
Shorts ,45552970.37381728
To Die For ,32068137.14784888
Nerve ,20360510.26067665
Appaloosa ,nan
Vampires ,29979583.503470805
Yu-Gi-Oh! Duel Monsters             ,nan
Psycho ,6664347.439820022
My Best Friend's Girl ,45391035.54868624
Endless Love ,20640989.597975824
Georgia Rule ,23566040.763922326
Under the Rainbow ,53748169.838945836
Ladyhawke ,45433168.316831686
Simon Birch ,44969375.255206205
Reign Over Me ,23566040.763922326
Into the Wild ,17674530.572941743
School for Scoundrels ,24239022.779795315
Silent Hill: Revelation 3D ,21284244.093346864
From Dusk Till Dawn ,29598557.18226183
Pooh's Heffalump Movie ,25019594.479468394
Home for the Holidays ,32068137.14784888
Kung Fu Hustle ,25870331.21916843
Fired Up             ,nan
The Country Bears ,47543015.726179466
The Kite Runner ,23566040.763922326
21 Grams ,26562952.243125908
Paparazzi ,25870331.21916843
Twilight ,41986707.88253478
A Guy Thing ,26562952.243125908
Loser ,28374879.227053143
Capitalism: A Love Story ,nan
The Greatest Story Ever Told ,155058078.1414995
Secret in Their Eyes ,20099536.712059528
Disaster Movie ,28369397.217928905
Armored ,30748255.002326667
The Man Who Knew Too Little ,30439469.320066337
What's Your Number? ,21721893.49112426
Lockout ,21284244.093346864
Envy ,51740662.43833686
Crank: High Voltage ,22776485.18690864
Bullets Over Broadway ,32968118.545127977
One Night with the King ,24239022.779795315
The Quiet American ,40751156.33672526
The Weather Man ,27521553.927415233
Undisputed ,27167437.557816837
Ghost Town ,22695517.77434312
12 Rounds ,25054133.705599505
Let Me In ,22408057.37830002
3 Ninjas Kick Back ,32968118.545127977
Be Kind Rewind ,22695517.77434312
Mrs Henderson Presents ,25019594.479468394
Triple 9 ,20360510.26067665
Deconstructing Harry ,30439469.320066337
Three to Tango ,29332800.63923292
Burnt ,20614909.448266182
We're No Angels ,39420134.22818792
Everyone Says I Love You ,31156375.98132824
Death at a Funeral ,10604718.343765046
Death Sentence ,23566040.763922326
Everybody's Fine ,23915309.446254075
Superbabies: Baby Geniuses 2 ,25870331.21916843
The Man ,41282330.89112285
Code Name: The Cleaner ,23566040.763922326
Connie and Carla ,25870331.21916843
Sweet Charity ,133248638.83847551
Inherent Vice ,20640989.597975824
Doogal ,24239022.779795315
Battle of the Year ,20977142.85714286
Perception             ,nan
An American Carol ,13617310.664605875
Machete Kills ,20977142.85714286
Willard ,29219247.4674385
Strange Wilderness ,22695517.77434312
Topsy-Turvy ,14666400.31961646
Little Boy ,20614909.448266182
A Dangerous Method ,16291420.118343195
A Scanner Darkly ,10543974.909210961
Chasing Mavericks ,21284244.093346864
Alone in the Dark ,25019594.479468394
Bandslam ,22776485.18690864
Birth ,25870331.21916843
A Most Violent Year ,20640989.597975824
Passchendaele ,22695517.77434312
Flash of Genius ,22695517.77434312
I'm Not There. ,23566040.763922326
The Cold Light of Day ,21284244.093346864
The Brothers Bloom ,22695517.77434312
"Synecdoche, New York ",23830293.66306028
Princess Mononoke ,3652736318.4079604
Bon voyage ,26562952.243125908
Can't Stop the Music ,59305331.17932149
The Proposition ,2501959.4479468395
Courage ,20614909.448266182
Marci X ,26562952.243125908
Equilibrium ,27167437.557816837
The Children of Huang Shi ,45391035.54868624
The Yards ,34049855.07246377
The Oogieloves in the Big Balloon Adventure ,21284244.093346864
By the Sea ,10307454.724133091
Steamboy ,2751982221.8315716
The Game of Their Lives ,25019594.479468394
All Good Things ,nan
Rapa Nui ,32968118.545127977
CJ7 ,nan
Les couloirs du temps: Les visiteurs II ,209857084.52429563
Dylan Dog: Dead of Night ,22408057.37830002
People I Know ,29884181.31359852
The Doombolt Chase             ,nan
The Tempest ,22408057.37830002
Regression ,nan
The Touch ,15317.926496549511
Three Kingdoms: Resurrection of the Dragon ,28369397.217928905
Shattered ,23566040.763922326
Zambezia ,21284244.093346864
Ramanujan ,nan
Dwegons and Leprechauns ,20640989.597975824
Hands of Stone ,20360510.26067665
Survivor ,20614909.448266182
The Frozen Ground ,28549891.42857143
The Painted Veil ,23511852.096401453
The Baader Meinhof Complex ,22695517.77434312
Dances with Wolves ,41142129.39378502
Bad Teacher ,21721893.49112426
Sea of Love ,37449127.51677853
A Cinderella Story ,25870331.21916843
Scream ,23367281.98599618
Thir13en Ghosts ,27596316.481864315
The Shining ,56340064.62035541
Back to the Future ,43161509.9009901
House on Haunted Hill ,27866160.607271273
I Can Do Bad All by Myself ,14804715.371490616
Fight Valley ,27486688.85191348
The Switch ,21287654.50938502
Just Married ,23906657.018813316
The Devil's Double ,16291420.118343195
"Gone, Baby, Gone             ",nan
Thomas and the Magic Railroad ,26956135.265700486
The Crazies ,22408057.37830002
Spirited Away ,26216500.6577711
Firestorm ,nan
The Bounty ,58792440.74311339
The Book Thief ,19928285.714285716
Sex Drive ,21560741.885625966
Leap Year ,21287654.50938502
The Fall of the Roman Empire ,149675965.66523606
Take Me Home Tonight ,24980177.5147929
Won't Back Down ,nan
The Nutcracker ,32134991.937341627
Kansas City ,29598557.18226183
Indignation ,nan
The Amityville Horror ,23768614.755494975
Adaptation. ,25809065.679925993
Land of the Dead ,18764695.859601296
Out of Inferno ,nan
Fear and Loathing in Las Vegas ,27731114.740710493
The Invention of Lying ,21068248.79789049
Neighbors ,18576890.63817824
The Mask ,29671306.69061518
Big ,37185143.50028138
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,21815120.50181578
Legally Blonde ,24836684.83367788
Star Trek III: The Search for Spock ,39978859.70531711
The Exorcism of Emily Rose ,25019594.479468394
Deuce Bigalow: Male Gigolo ,24932880.54334798
Left Behind ,16512791.678380659
The Family Stone ,21266655.307548136
Barbershop 2: Back in Business ,23283298.097251587
Bad Santa ,23906657.018813316
Austin Powers: International Man of Mystery ,25873548.922056388
My Big Fat Greek Wedding 2 ,18324459.234608985
Diary of a Wimpy Kid: Rodrick Rules ,22807988.16568047
Predator ,32258347.97891037
Amadeus ,42330557.33504164
Prom Night ,22695517.77434312
